artist	song	highestRank	year	nonPerson	name
David Ruffin	I've Lost Everything I've Ever Loved	58	1969	NA	Jeff
David Ruffin	I've Lost Everything I've Ever Loved	58	1969	NA	Jeff
David Ruffin	My Whole World Ended (The Moment You Left Me)	9	1969	NA	Baby
Davy Jones	Rainy Jane	52	1971	NA	Jane
Davy Jones	Rainy Jane	52	1971	NA	Jane
Davy Jones	Rainy Jane	52	1971	NA	Jane
Davy Jones	Rainy Jane	52	1971	NA	Jane
Davy Jones	Rainy Jane	52	1971	NA	Jane
Davy Jones	Rainy Jane	52	1971	NA	Jane
Davy Jones	Rainy Jane	52	1971	NA	Jane
Davy Jones	Rainy Jane	52	1971	NA	Jane
Dawn Penn	"You Don't Love Me (No, No, No)"	58	1994	NA	Baby
Dawn Penn	"You Don't Love Me (No, No, No)"	58	1994	NA	Baby
Dazz Band	Joystick	61	1984	NA	Baby
Dazz Band	Joystick	61	1984	NA	Baby
Dazz Band	Joystick	61	1984	NA	Baby
Dazz Band	Joystick	61	1984	NA	Baby
Dazz Band	Joystick	61	1984	NA	Baby
De La Soul	Breakadawn	76	1993	NA	Muhammad
De La Soul	Breakadawn	76	1993	NA	Peter
De La Soul	Breakadawn	76	1993	NA	Phil
Dead Or Alive	Lover Come Back To Me	75	1985	NA	Baby
Dead Or Alive	Lover Come Back To Me	75	1985	NA	Baby
Dead Or Alive	Lover Come Back To Me	75	1985	NA	Baby
Dead Or Alive	Lover Come Back To Me	75	1985	NA	Baby
Dead Or Alive	Lover Come Back To Me	75	1985	NA	Baby
Dead Or Alive	Lover Come Back To Me	75	1985	NA	Baby
Dean Friedman	Ariel	26	1977	NA	Annette
Dean Friedman	Ariel	26	1977	NA	Ariel
Dean Friedman	Ariel	26	1977	NA	Ariel
Dean Friedman	Ariel	26	1977	NA	Ariel
Dean Friedman	Ariel	26	1977	NA	Ariel
Dean Friedman	Ariel	26	1977	NA	Ariel
Dean Friedman	Ariel	26	1977	NA	Ariel
Dean Friedman	Ariel	26	1977	place	Hudson
Dean Friedman	Ariel	26	1977	place	Hudson
Dean Friedman	Ariel	26	1977	NA	Maria
Dean Friedman	Ariel	26	1977	NA	Maria
Dean Martin	Come Running Back	35	1966	NA	Baby
Dean Martin	Come Running Back	35	1966	NA	Baby
Dean Martin	Houston	21	1965	city	Houston
Dean Martin	Houston	21	1965	city	Houston
Dean Martin	Houston	21	1965	city	Houston
Dean Martin	Houston	21	1965	city	Houston
Dean Martin	Houston	21	1965	city	Houston
Dean Martin	Houston	21	1965	city	Houston
Dean Martin	Houston	21	1965	city	Houston
Dean Martin	Houston	21	1965	city	Houston
Dean Martin	Houston	21	1965	city	Houston
Dean Martin	Houston	21	1965	city	Houston
Dean Martin	Houston	21	1965	city	Houston
Dean Martin	Houston	21	1965	city	Houston
Dean Martin	Houston	21	1965	city	Houston
Dean Martin	Houston	21	1965	city	Houston
Dean Martin	Houston	21	1965	city	Houston
Dean Martin	On An Evening In Roma	59	1959	city	Roma
Dean Martin	On An Evening In Roma	59	1959	city	Roma
Dean Martin	On An Evening In Roma	59	1959	city	Roma
Dean Martin	On An Evening In Roma	59	1959	city	Roma
Dean Martin	On An Evening In Roma	59	1959	city	Roma
Dean Martin	On An Evening In Roma	59	1959	city	Roma
Dean Martin	On An Evening In Roma	59	1959	city	Roma
Dean Martin	On An Evening In Roma	59	1959	city	Roma
Dean Martin	On An Evening In Roma	59	1959	city	Roma
Dean Martin & Sammy Davis Jr.	Sam's Song	94	1962	NA	Clyde
Dean Martin & Sammy Davis Jr.	Sam's Song	94	1962	NA	Clyde
Dean Martin & Sammy Davis Jr.	Sam's Song	94	1962	NA	Clyde
Dean Martin & Sammy Davis Jr.	Sam's Song	94	1962	NA	Clyde
Dean Martin & Sammy Davis Jr.	Sam's Song	94	1962	NA	Clyde
Dean Martin & Sammy Davis Jr.	Sam's Song	94	1962	NA	Clyde
Dean Martin & Sammy Davis Jr.	Sam's Song	94	1962	NA	Dean
Dean Martin & Sammy Davis Jr.	Sam's Song	94	1962	NA	Dean
Dean Martin & Sammy Davis Jr.	Sam's Song	94	1962	NA	Dean
Dean Martin & Sammy Davis Jr.	Sam's Song	94	1962	NA	Dean
Dean Martin & Sammy Davis Jr.	Sam's Song	94	1962	NA	Dean
Dean Martin & Sammy Davis Jr.	Sam's Song	94	1962	NA	Dean
Dean Martin & Sammy Davis Jr.	Sam's Song	94	1962	NA	Mona
Dean Martin & Sammy Davis Jr.	Sam's Song	94	1962	NA	Pete
Dean Martin & Sammy Davis Jr.	Sam's Song	94	1962	NA	Sam
Dean Martin & Sammy Davis Jr.	Sam's Song	94	1962	NA	Sam
Dean Martin & Sammy Davis Jr.	Sam's Song	94	1962	NA	Sam
Dean Martin & Sammy Davis Jr.	Sam's Song	94	1962	NA	Sam
Dean Martin & Sammy Davis Jr.	Sam's Song	94	1962	NA	Sam
Dean Martin & Sammy Davis Jr.	Sam's Song	94	1962	NA	Sam
Dean Martin & Sammy Davis Jr.	Sam's Song	94	1962	NA	Sam
Dean Martin & Sammy Davis Jr.	Sam's Song	94	1962	NA	Sam
Dean Martin & Sammy Davis Jr.	Sam's Song	94	1962	NA	Sam
Dean Martin & Sammy Davis Jr.	Sam's Song	94	1962	NA	Sam
Dean Martin & Sammy Davis Jr.	Sam's Song	94	1962	NA	Sam
Dean Martin & Sammy Davis Jr.	Sam's Song	94	1962	NA	Sam
Dean Martin & Sammy Davis Jr.	Sam's Song	94	1962	NA	Sam
Deana Carter	We Danced Anyway	72	1997	NA	Baby
Debbie Gibson	Shake Your Love	4	1987	NA	Baby
Debbie Harry	French Kissin	57	1986	city	Paris
Debelah Morgan	Dance With Me	8	2000	NA	Baby
Debelah Morgan	Yesterday	56	1998	NA	Baby
Debelah Morgan	Yesterday	56	1998	NA	Baby
Debelah Morgan	Yesterday	56	1998	NA	Baby
Debelah Morgan	Yesterday	56	1998	NA	Baby
Deborah Allen	Baby I Lied	26	1983	NA	Baby
Deborah Allen	Baby I Lied	26	1983	NA	Baby
Deborah Allen	Baby I Lied	26	1983	NA	Baby
Deborah Allen	Baby I Lied	26	1983	NA	Baby
Deborah Allen	Baby I Lied	26	1983	NA	Baby
Deborah Allen	Baby I Lied	26	1983	NA	Baby
Deborah Allen	Baby I Lied	26	1983	NA	Baby
Deborah Allen	Baby I Lied	26	1983	NA	Baby
Deborah Cox	It's Over Now	70	1999	NA	Baby
Deborah Cox	It's Over Now	70	1999	NA	Baby
Dee Clark	How About That	33	1959	NA	Baby
Dee Clark	How About That	33	1959	NA	Baby
Dee Dee Sharp	Mashed Potato Time	2	1962	NA	Baby
Dee Dee Sharp	Mashed Potato Time	2	1962	NA	Joe
Deee-Lite	Groove Is In The Heart	4	1990	NA	Baby
Deee-Lite	Groove Is In The Heart	4	1990	NA	Baby
Deee-Lite	Groove Is In The Heart	4	1990	NA	Baby
Deep Blue Something	Breakfast At Tiffany's	5	1995	NA	Tiffany
Deep Blue Something	Breakfast At Tiffany's	5	1995	NA	Tiffany
Deep Blue Something	Breakfast At Tiffany's	5	1995	NA	Tiffany
Deep Purple	Knocking At Your Back Door	61	1985	car	Austin
Deep Purple	Knocking At Your Back Door	61	1985	car	Bentley
Deep Purple	Knocking At Your Back Door	61	1985	NA	Lucy
Deep Purple	Knocking At Your Back Door	61	1985	NA	Lucy
Deep Purple	Knocking At Your Back Door	61	1985	NA	Lucy
Deep Purple	Knocking At Your Back Door	61	1985	NA	Nancy
Deep Purple	Smoke On The Water	4	1973	NA	Claude
Deep Purple	Smoke On The Water	4	1973	NA	Frank
Deep Purple	Smoke On The Water	4	1973	place	Geneva
Def Leppard	Armageddon It	3	1988	NA	Steve
Def Leppard	Have You Ever Needed Someone So Bad	12	1992	NA	Baby
Def Leppard	Have You Ever Needed Someone So Bad	12	1992	NA	Baby
Def Leppard	Hysteria	10	1988	NA	Baby
Def Leppard	Let's Get Rocked	15	1992	place	Heaven
Def Leppard	Rocket	12	1989	NA	Benny
Def Leppard	Rocket	12	1989	NA	Jack
Def Leppard	Rocket	12	1989	NA	Jean
Def Leppard	Rocket	12	1989	NA	Johnny
Def Leppard	Rocket	12	1989	NA	Tom
Def Leppard	Stand Up (Kick Love Into Motion)	34	1992	NA	Baby
DeJ Loaf	Try Me	45	2014	NA	Alicia
DeJ Loaf	Try Me	45	2014	NA	Devin
DeJ Loaf	Try Me	45	2014	NA	Jada
DeJ Loaf	Try Me	45	2014	NA	Tommy
DeJ Loaf Featuring Big Sean	Back Up	47	2015	place	Belle
DeJ Loaf Featuring Big Sean	Back Up	47	2015	NA	Sean Don
DeJ Loaf Featuring Big Sean	Back Up	47	2015	NA	Juan
Del Reeves	Girl On The Billboard	96	1965	NA	Jimmy
Del Reeves	Girl On The Billboard	96	1965	NA	Jimmy
Del Reeves	Girl On The Billboard	96	1965	city	Louis
Del Shannon	Hats Off To Larry	5	1961	NA	Larry
Del Shannon	Hats Off To Larry	5	1961	NA	Larry
Del Shannon	Hats Off To Larry	5	1961	NA	Larry
